Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
AusGEM_00017	AusGEM_00019	5007015	544789	0.901872	0.00170885	648	0.000129418
AusGEM_00017	AusGEM_00020	4556154	1131391	0.801076	0.00377538	3198	0.000701908
AusGEM_00017	AusGEM_00022	4602068	1126274	0.803386	0.00372384	2185	0.000474787
AusGEM_00017	AusGEM_00024	4493230	1220232	0.786429	0.00410725	3022	0.000672567
AusGEM_00017	AusGEM_00036	4550470	1181457	0.793881	0.00393728	3155	0.000693335
AusGEM_00017	AusGEM_00040	4553872	1217594	0.789032	0.00404761	3171	0.000696331
AusGEM_00017	AusGEM_00060	4919604	292605	0.943862	0.000945324	634	0.000128872
AusGEM_00017	AusGEM_00065	4924203	463137	0.914032	0.0014824	671	0.000136266
AusGEM_00017	AusGEM_00067	4553824	1230813	0.787227	0.00408892	3166	0.00069524
AusGEM_00017	AusGEM_00068	4488955	1181850	0.79159	0.00398928	3077	0.00068546
AusGEM_00017	AusGEM_00074	4506575	1257291	0.781867	0.00421243	3196	0.000709186
AusGEM_00017	AusGEM_00085	4395520	1137413	0.794429	0.00392489	3115	0.000708676
AusGEM_00017	AusGEM_00086	4732681	827615	0.851156	0.00270396	2299	0.000485771
AusGEM_00017	AusGEM_00094	4913695	313744	0.939981	0.00101376	474	9.64651e-05
AusGEM_00017	AusGEM_00095	4860144	581154	0.893196	0.00187318	1296	0.000266659
AusGEM_00017	AusGEM_00096	4911633	319970	0.938839	0.00103398	461	9.38588e-05
AusGEM_00017	AusGEM_00101	4865289	575772	0.89418	0.00185442	1184	0.000243357
AusGEM_00017	AusGEM_00104	4948660	258684	0.950323	0.000832291	618	0.000124882
AusGEM_00017	AusGEM_00105	4995946	313032	0.941037	0.000995092	379	7.58615e-05
AusGEM_00017	AusGEM_00106	4562635	1107720	0.804647	0.00369579	3188	0.000698719
AusGEM_00017	AusGEM_00107	4534324	1215850	0.788554	0.00405853	3153	0.000695363
AusGEM_00017	AusGEM_00113	4570128	1408602	0.764398	0.00462352	3163	0.000692103
AusGEM_00017	AusGEM_00114	4715873	768598	0.859859	0.0025271	2040	0.000432582
AusGEM_00017	AusGEM_00116	4959825	612500	0.890082	0.00193274	653	0.000131658
AusGEM_00017	AusGEM_00120	4556978	1154980	0.797796	0.00384892	3413	0.000748961
AusGEM_00017	AusGEM_00130	4425172	1498832	0.74699	0.00504679	4144	0.000936461
AusGEM_00017	AusGEM_00139	4605108	1026353	0.817747	0.00340817	2296	0.000498577
AusGEM_00017	AusGEM_00140	4606673	1025716	0.81789	0.00340506	2275	0.000493849
AusGEM_00017	AusGEM_00141	4606848	1025611	0.817911	0.00340461	2275	0.00049383
AusGEM_00017	AusGEM_00142	4607548	1031808	0.817034	0.00342363	2274	0.000493538
AusGEM_00017	AusGEM_00180	4435277	1345216	0.767283	0.00455469	3472	0.000782815
AusGEM_00017	AusGEM_00181	4440726	1341921	0.76794	0.00453908	3380	0.000761137
AusGEM_00017	AusGEM_00183	4416882	1250636	0.779333	0.00427124	3055	0.000691664
AusGEM_00017	AusGEM_00184	4416349	1252095	0.779111	0.00427639	3081	0.000697635
AusGEM_00017	AusGEM_00185	4437103	1263318	0.778382	0.00429338	3347	0.000754321
AusGEM_00017	AusGEM_00186	4506502	1017704	0.815774	0.00345106	2700	0.000599134
AusGEM_00017	AusGEM_00187	4506000	1019910	0.815431	0.00345852	2712	0.000601864
AusGEM_00017	AusGEM_00188	4506495	1017045	0.815871	0.00344894	2702	0.000599579
AusGEM_00017	AusGEM_00190	4505481	1015744	0.816029	0.00344549	2709	0.000601268
AusGEM_00017	AusGEM_00191	4414859	1252191	0.77904	0.00427805	3109	0.000704213
AusGEM_00017	AusGEM_00192	4415960	1251583	0.779167	0.00427511	3077	0.000696791
AusGEM_00017	AusGEM_00193	4440161	1346861	0.767262	0.0045552	3394	0.000764387
AusGEM_00017	AusGEM_00202	4437167	1263126	0.77841	0.00429272	3351	0.000755212
AusGEM_00017	AusGEM_00203	4441058	1346008	0.767411	0.00455166	3381	0.000761305
AusGEM_00017	AusGEM_00205	4437161	1265079	0.778144	0.00429894	3351	0.000755213
AusGEM_00017	AusGEM_00209	4504860	1010075	0.816847	0.0034277	2715	0.000602682
AusGEM_00017	AusGEM_00210	4518226	1124570	0.800707	0.00378362	2767	0.000612409
AusGEM_00017	AusGEM_00212	4519171	1125615	0.800592	0.0037862	2754	0.000609404
AusGEM_00017	AusGEM_00213	4518418	1124892	0.800668	0.0037845	2765	0.00061194
AusGEM_00017	AusGEM_00214	4518486	1125290	0.800614	0.00378571	2768	0.000612595
AusGEM_00017	AusGEM_00215	4517910	1124926	0.800645	0.00378501	2770	0.000613115
AusGEM_00017	AusGEM_00216	4524622	1125949	0.800737	0.00378295	2789	0.000616405
AusGEM_00017	AusGEM_00217	4519511	1129041	0.800119	0.0037968	2779	0.00061489
AusGEM_00017	AusGEM_00218	4519156	1131628	0.79974	0.00380528	2755	0.000609627
AusGEM_00017	AusGEM_00221	4506392	1010415	0.816848	0.00342769	2690	0.00059693
AusGEM_00017	AusGEM_00223	4506362	1010652	0.816812	0.00342847	2690	0.000596934
AusGEM_00017	AusGEM_00224	4506301	1013011	0.816461	0.00343611	2707	0.000600714
AusGEM_00017	AusGEM_00225	4505711	1012260	0.816552	0.00343412	2713	0.000602125
AusGEM_00017	AusGEM_00228	4588974	1086903	0.808505	0.00361038	2722	0.000593161
AusGEM_00017	AusGEM_00229	4588823	1081700	0.809242	0.00359414	2715	0.000591655
AusGEM_00017	AusGEM_00230	4588725	1086929	0.808493	0.00361065	2735	0.000596026
AusGEM_00017	AusGEM_00231	4588813	1085711	0.808669	0.00360676	2722	0.000593182
AusGEM_00017	AusGEM_00232	4588909	1083399	0.809002	0.00359942	2720	0.000592734
AusGEM_00017	AusGEM_00233	4544384	1050355	0.81226	0.00352781	2867	0.000630889
AusGEM_00017	AusGEM_00238	4588785	1082282	0.809157	0.003596	2722	0.000593185
AusGEM_00017	AusGEM_00239	4590469	1118939	0.804018	0.00370976	2694	0.000586868
AusGEM_00017	AusGEM_00240	4588790	1084040	0.808907	0.00360152	2721	0.000592967
AusGEM_00017	AusGEM_00245	4544290	1048796	0.812483	0.00352292	2864	0.000630241
AusGEM_00017	AusGEM_00253	4544488	1048563	0.812524	0.00352203	2872	0.000631974
AusGEM_00017	AusGEM_00254	4545208	1045835	0.812945	0.00351282	2872	0.000631874
AusGEM_00017	AusGEM_00255	4544059	1046766	0.812771	0.00351663	2852	0.000627633
AusGEM_00017	AusGEM_00256	4544407	1049561	0.812376	0.00352527	2864	0.000630225
AusGEM_00017	AusGEM_00257	4572209	1001466	0.820322	0.0033524	2827	0.000618301
AusGEM_00017	AusGEM_00282	4549412	1384571	0.766671	0.00456927	3174	0.000697673
AusGEM_00017	AusGEM_00286	4557452	1137488	0.800263	0.00379355	2684	0.000588926
AusGEM_00017	AusGEM_00287	4557513	1138958	0.800059	0.00379813	2699	0.000592209
AusGEM_00017	AusGEM_00288	4557080	1139437	0.799977	0.00379998	2700	0.000592485
AusGEM_00017	AusGEM_00289	4557522	1137337	0.800287	0.00379302	2688	0.000589794
AusGEM_00017	AusGEM_00293	4550037	1385406	0.766588	0.00457126	3163	0.000695159
AusGEM_00017	AusGEM_00302	4552451	1245167	0.785228	0.00413485	2936	0.000644927
AusGEM_00017	AusGEM_00303	4551774	1240435	0.785844	0.00412067	2943	0.000646561
AusGEM_00017	AusGEM_00305	4552478	1243135	0.785504	0.00412849	2932	0.000644045
AusGEM_00017	AusGEM_00306	4551593	1242902	0.785503	0.00412851	2929	0.000643511
AusGEM_00017	AusGEM_00307	4551610	1288778	0.779333	0.00427122	2922	0.000641971
AusGEM_00017	AusGEM_00315	4551945	1389858	0.766088	0.00458316	3136	0.000688936
AusGEM_00017	AusGEM_00323	4510058	1090818	0.805242	0.00368259	2805	0.000621943
AusGEM_00017	AusGEM_00326	4551846	1389965	0.76607	0.00458358	3140	0.00068983
AusGEM_00017	AusGEM_00393	4560537	1444987	0.75939	0.00474385	3207	0.000703207
AusGEM_00017	AusGEM_00401	4510067	1149691	0.796866	0.00386986	3154	0.000699324
AusGEM_00017	AusGEM_00411	4382536	1003254	0.813722	0.00349582	2577	0.000588016
AusGEM_00017	AusGEM_00452	4590925	1208221	0.791655	0.0039878	3397	0.000739938
AusGEM_00017	AusGEM_00614	4442341	1400414	0.760316	0.00472152	4131	0.000929915
AusGEM_00017	AusGEM_00786	4454867	1196775	0.788243	0.00406565	2120	0.000475884
AusGEM_00017	AusGEM_00908	4531466	1177987	0.793678	0.00394189	3208	0.000707939
AusGEM_00017	AusGEM_00929	4508368	1344400	0.770297	0.00448321	3396	0.000753266
AusGEM_00017	AusGEM_01406	4597623	1290155	0.780876	0.0042354	2987	0.000649684
AusGEM_00017	AusGEM_01885	4457986	1288950	0.775715	0.00435567	4254	0.000954243
AusGEM_00017	AusGEM_01903	4449495	1303356	0.773442	0.00440903	4491	0.00100933
AusGEM_00017	AUSMDU00008374	4527274	887362	0.836118	0.00301587	2002	0.000442209
AusGEM_00017	AUSMDU00023223	4411420	1202669	0.785777	0.00412222	3459	0.000784101
AusGEM_00017	AUSMDU00035564	4492267	1466137	0.753938	0.00487618	3326	0.000740383
AusGEM_00017	SRR10065349	4540392	1315567	0.775346	0.00436433	3031	0.000667564
AusGEM_00017	SRR10065351	4540891	1315849	0.775327	0.00436476	3021	0.000665288
