Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
AusGEM_00575	AusGEM_00577	5103971	1437	0.999719	4.53989e-06	1	1.95926e-07
AusGEM_00575	AusGEM_00592	5103834	1544	0.999698	4.87834e-06	3	5.87793e-07
AusGEM_00575	AusGEM_00648	4855449	681690	0.876888	0.00218852	1726	0.000355477
AusGEM_00575	AusGEM_00804	4747033	841864	0.849369	0.00274062	1699	0.000357908
AusGEM_00575	AusGEM_01707	4865066	744007	0.867357	0.00237683	1570	0.000322709
AusGEM_00575	AusGEM_01708	4709433	908179	0.838334	0.0029694	1590	0.00033762
AusGEM_00575	AusGEM_01709	4464398	1506600	0.74768	0.00502974	3662	0.000820267
AusGEM_00575	AusGEM_01710	4723657	842475	0.848643	0.00275553	1665	0.000352481
AusGEM_00575	AusGEM_01711	4888731	541293	0.900315	0.00173817	800	0.000163642
AusGEM_00575	AusGEM_01712	4899949	540976	0.900573	0.0017333	855	0.000174492
AusGEM_00575	AusGEM_01713	4866675	580470	0.893436	0.0018686	1615	0.000331849
AusGEM_00575	AusGEM_01714	4571779	1107395	0.805008	0.00368778	2783	0.000608735
AusGEM_00575	AusGEM_01924	4816457	790477	0.859018	0.00254409	1568	0.00032555
AusGEM_00575	AusGEM_01981	4819366	823570	0.854053	0.00264481	1635	0.000339256
AusGEM_00575	AusGEM_01982	4819128	824536	0.853901	0.00264791	1641	0.000340518
AusGEM_00575	AusGEM_02031	5015932	258983	0.950903	0.000822209	178	3.54869e-05
AusGEM_00575	AusGEM_02032	5016039	264183	0.949967	0.000838485	179	3.56855e-05
AusGEM_00575	AusGEM_02042	5073992	187011	0.964453	0.000589054	172	3.38984e-05
AusGEM_00575	AusGEM_02045	4792190	627904	0.884153	0.00204699	1609	0.000335755
AusGEM_00575	AUSMDU00004542	4900854	844668	0.852987	0.00266655	1078	0.000219962
AusGEM_00575	AUSMDU00004893	5069566	283770	0.946992	0.000890422	380	7.49571e-05
AusGEM_00575	AUSMDU00005005	4859743	786419	0.860716	0.00250983	1613	0.000331911
AusGEM_00575	AUSMDU00008513	4646433	1202519	0.794404	0.00392544	3382	0.00072787
AusGEM_00575	AUSMDU00008551	4878440	692425	0.875706	0.0022117	974	0.000199654
AusGEM_00575	AUSMDU00008595	4813378	616465	0.886467	0.00200225	2013	0.000418209
AusGEM_00575	AUSMDU00008625	4903139	606266	0.889958	0.00193511	1447	0.000295117
AusGEM_00575	AUSMDU00008638	4803308	826160	0.853244	0.0026613	1683	0.000350384
AusGEM_00575	AUSMDU00008644	4691904	1043411	0.818073	0.00340109	3547	0.000755983
AusGEM_00575	AUSMDU00009504	4616571	1025775	0.818201	0.00339832	3318	0.000718715
AusGEM_00575	AUSMDU00010596	4856933	711766	0.872185	0.00228107	1646	0.000338897
AusGEM_00575	AUSMDU00010606	4792119	752684	0.864254	0.00243878	1610	0.000335968
AusGEM_00575	AUSMDU00011325	4497727	1263485	0.780691	0.00423968	4459	0.00099139
AusGEM_00575	AUSMDU00011355	4773722	842659	0.849964	0.00272839	1686	0.000353184
AusGEM_00575	AUSMDU00011370	4734185	896882	0.840726	0.00291943	3822	0.00080732
AusGEM_00575	AUSMDU00011818	4853086	692751	0.875086	0.00222388	1425	0.000293628
AusGEM_00575	AUSMDU00011888	4779481	684844	0.87467	0.00223207	2017	0.000422012
AusGEM_00575	AUSMDU00012378	4851603	695694	0.874589	0.00223367	1433	0.000295366
AusGEM_00575	AUSMDU00013459	4611294	995620	0.82243	0.00330695	3313	0.000718453
AusGEM_00575	AUSMDU00013702	4856868	578382	0.893587	0.00186572	1546	0.000318312
AusGEM_00575	AUSMDU00014655	4696651	746513	0.862853	0.00246687	1481	0.000315331
AusGEM_00575	AUSMDU00014721	4715696	950491	0.832252	0.00309737	2166	0.000459317
AusGEM_00575	AUSMDU00015262	5027986	309851	0.941952	0.000978951	247	4.9125e-05
AusGEM_00575	AUSMDU00015543	4730407	1039191	0.819885	0.00336185	2895	0.000611998
AusGEM_00575	AUSMDU00015560	4654768	1095418	0.809499	0.00358848	1855	0.000398516
AusGEM_00575	AUSMDU00015584	4785481	856356	0.848213	0.00276437	1774	0.000370705
AusGEM_00575	AUSMDU00015623	5070010	222607	0.95794	0.000700509	193	3.8067e-05
AusGEM_00575	AUSMDU00015685	4724935	913166	0.838037	0.00297562	1832	0.00038773
AusGEM_00575	AUSMDU00015757	4682443	1160235	0.801421	0.00376767	2720	0.000580893
AusGEM_00575	AUSMDU00016001	4760337	960433	0.832115	0.00310028	2748	0.00057727
AusGEM_00575	AUSMDU00016434	4787820	929252	0.83746	0.0029877	2647	0.000552861
AusGEM_00575	AUSMDU00016535	4770191	947362	0.834306	0.003054	2833	0.000593897
AusGEM_00575	AUSMDU00017113	4783205	722979	0.868697	0.00235017	1866	0.000390115
AusGEM_00575	AUSMDU00017118	4590860	1293135	0.780228	0.00425042	3387	0.00073777
AusGEM_00575	AUSMDU00017148	4848389	652124	0.881443	0.00209957	1663	0.000343001
AusGEM_00575	AUSMDU00017250	4848886	650492	0.881715	0.00209428	1651	0.000340491
AusGEM_00575	AUSMDU00017266	4712988	1106134	0.809914	0.00357933	1803	0.00038256
AusGEM_00575	AUSMDU00017270	4861821	780167	0.861721	0.0024896	1902	0.000391211
AusGEM_00575	AUSMDU00017422	4829264	764471	0.863334	0.00245721	1946	0.00040296
AusGEM_00575	AUSMDU00017961	4730213	860405	0.846098	0.00280796	3608	0.000762756
AusGEM_00575	AUSMDU00018824	4906253	648053	0.883324	0.00206304	1619	0.000329987
AusGEM_00575	AUSMDU00018869	4805333	813056	0.855287	0.0026197	1813	0.000377289
AusGEM_00575	AUSMDU00019050	4805021	587232	0.891097	0.00191328	1683	0.000350259
AusGEM_00575	AUSMDU00019331	4908741	502155	0.907196	0.00160916	955	0.000194551
AusGEM_00575	AUSMDU00019339	4791931	753088	0.864187	0.00244013	1617	0.000337442
AusGEM_00575	AUSMDU00019916	4669783	895198	0.839137	0.00295259	2351	0.00050345
AusGEM_00575	AUSMDU00020288	4787044	922390	0.838445	0.00296708	1883	0.000393353
AusGEM_00575	AUSMDU00021465	4484129	1389358	0.763453	0.00464615	4958	0.00110568
AusGEM_00575	AUSMDU00021633	4624227	1266218	0.785039	0.0041392	3368	0.000728338
AusGEM_00575	AUSMDU00022272	4418376	1773900	0.71353	0.00590126	4961	0.00112281
AusGEM_00575	AUSMDU00022362	4824930	734294	0.867914	0.00236573	2082	0.000431509
AusGEM_00575	AUSMDU00022564	4841012	746391	0.866415	0.00239559	1849	0.000381945
AusGEM_00575	AUSMDU00022676	4858633	887402	0.845563	0.00281903	1724	0.000354832
AusGEM_00575	AUSMDU00023161	4789943	941486	0.835733	0.00302396	2598	0.000542386
AusGEM_00575	AUSMDU00023209	4464620	1435113	0.75675	0.00480778	5105	0.00114343
AusGEM_00575	AUSMDU00023404	4753751	942972	0.834471	0.00305052	1948	0.000409782
AusGEM_00575	AUSMDU00024594	4622352	959205	0.828147	0.00318452	3322	0.000718682
AusGEM_00575	AUSMDU00024937	4526389	1175947	0.793778	0.00393962	3618	0.000799313
AusGEM_00575	AUSMDU00026895	4806282	931796	0.837612	0.00298452	1746	0.000363275
AusGEM_00575	AUSMDU00027305	4763969	865658	0.846232	0.00280521	2047	0.000429684
AusGEM_00575	AUSMDU00034389	4756675	844726	0.849194	0.00274421	1853	0.000389558
AusGEM_00575	AUSMDU00036295	4797994	807370	0.855965	0.00260592	1834	0.000382243
AusGEM_00575	AUSMDU00036798	4616040	1004107	0.821338	0.00333048	3318	0.000718798
AusGEM_00575	AUSMDU00037976	4749613	862015	0.846388	0.00280199	2052	0.000432035
AusGEM_00575	AUSMDU00040707	4715598	912238	0.837906	0.00297836	1942	0.000411825
AusGEM_00575	AUSMDU00040769	4731315	875015	0.843924	0.00285296	1014	0.000214317
AusGEM_00575	AUSMDU00044332	4790227	801988	0.856588	0.00259326	2695	0.000562604
AusGEM_00575	AUSMDU00048973	4737308	903608	0.839812	0.0029385	2816	0.00059443
AusGEM_00575	AUSMDU00061730	4690881	943352	0.832568	0.0030907	2889	0.000615876
AusGEM_00575	AUSMDU00062657	4586089	1106633	0.805606	0.00367451	3719	0.000810931
AusGEM_00575	AUSMDU00067157	4811864	772638	0.861646	0.00249112	1685	0.000350176
AusGEM_00575	AUSMDU00067741	4777519	852652	0.848557	0.0027573	1634	0.000342019
AusGEM_00575	AUSMDU00070162	4917822	640789	0.884721	0.00203598	698	0.000141933
AusGEM_00575	ERR4254600	4840219	730843	0.868814	0.00234783	2105	0.000434898
AusGEM_00575	ERR5355635	5039554	257728	0.951347	0.000814486	247	4.90123e-05
AusGEM_00575	ERR5355839	4923717	587748	0.893359	0.00187007	1221	0.000247983
AusGEM_00575	ERR5355865	4450643	1460224	0.752959	0.00490007	4530	0.00101783
AusGEM_00575	SRR11094176	4776560	699079	0.872329	0.00227821	1632	0.000341668
AusGEM_00575	SRR11094231	4787199	644616	0.881326	0.00210185	1317	0.000275109
AusGEM_00575	SRR11341606	4521507	1164653	0.795178	0.00390795	3645	0.000806147
AusGEM_00575	SRR11341625	4892841	439668	0.917549	0.00141773	391	7.99127e-05
AusGEM_00575	SRR4067469	4448901	1342521	0.768188	0.00453319	4653	0.00104588
AusGEM_00575	SRR4241831	4840118	731071	0.868777	0.00234859	2108	0.000435527
AusGEM_00575	SRR4241832	4424022	1374351	0.762976	0.00465756	4506	0.00101853
AusGEM_00575	SRR4241835	4786282	914496	0.839584	0.00294326	2593	0.000541757
AusGEM_00575	SRR4241836	4878539	722227	0.871049	0.00230353	2037	0.000417543
AusGEM_00575	SRR4241837	4805142	775309	0.861067	0.00250277	2121	0.000441402
AusGEM_00575	SRR4241839	4689266	905511	0.838151	0.00297323	2469	0.000526522
AusGEM_00575	SRR6456001	4785523	810729	0.85513	0.00262288	2062	0.000430883
AusGEM_00575	SRR6456037	4568900	1080827	0.808694	0.00360621	2833	0.000620062
AusGEM_00575	SRR7724561	4840724	607751	0.888455	0.00196398	1420	0.000293345
AusGEM_00575	SRR7724579	4904349	450954	0.915793	0.00144998	875	0.000178413
AusGEM_00575	SRR7724799	4892753	601711	0.890488	0.00192495	1201	0.000245465
AusGEM_00575	TEA_12_GNB_311	4776382	925509	0.837684	0.00298301	2594	0.000543089
AusGEM_00575	TEA_30_1_R8	4418615	1413736	0.757604	0.00478705	4524	0.00102385
AusGEM_00575	TEA_GNB_2781	4801077	782995	0.859781	0.00252869	2070	0.000431153
AusGEM_00575	TEA_GNB_2809	4685719	911842	0.8371	0.00299525	2424	0.000517317
AusGEM_00575	TEA_GNB_2838	4699815	808280	0.853256	0.00266105	2322	0.000494062
AusGEM_00575	TEA_GNB_3697	4864339	605451	0.88931	0.00194755	659	0.000135476
AusGEM_00577	AusGEM_00592	5104704	743	0.999854	2.34774e-06	4	7.83591e-07
AusGEM_00577	AusGEM_00648	4856487	680553	0.877091	0.00218454	1726	0.000355401
AusGEM_00577	AusGEM_00804	4747663	841543	0.849434	0.00273927	1700	0.000358071
AusGEM_00577	AusGEM_01707	4865897	743284	0.867488	0.00237421	1568	0.000322243
AusGEM_00577	AusGEM_01708	4710284	907416	0.838472	0.00296651	1589	0.000337347
AusGEM_00577	AusGEM_01709	4464840	1506655	0.747692	0.00502945	3669	0.000821754
AusGEM_00577	AusGEM_01710	4724681	841366	0.84884	0.00275148	1666	0.000352616
AusGEM_00577	AusGEM_01711	4889571	540552	0.900453	0.00173556	799	0.000163409
