Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
AusGEM_00031	AusGEM_00146	4615008	1486066	0.756425	0.00481564	3423	0.000741711
AusGEM_00031	AusGEM_00147	4615033	1486213	0.756408	0.00481606	3432	0.000743657
AusGEM_00031	AusGEM_00166	4619435	1480605	0.757279	0.00479492	3402	0.000736454
AusGEM_00031	AusGEM_00168	4619354	1480619	0.757275	0.00479504	3404	0.0007369
AusGEM_00031	AusGEM_00169	4619399	1480648	0.757273	0.00479509	3403	0.000736676
AusGEM_00031	AusGEM_00170	4619310	1480689	0.757264	0.0047953	3401	0.000736257
AusGEM_00031	AusGEM_00171	4617111	1483079	0.75688	0.00480461	3432	0.000743322
AusGEM_00031	AusGEM_00172	4619049	1481541	0.757148	0.00479811	3435	0.00074366
AusGEM_00031	AusGEM_00173	4616879	1480948	0.757135	0.00479842	3431	0.000743143
AusGEM_00031	AusGEM_00174	4619301	1520194	0.752391	0.00491397	3402	0.000736475
AusGEM_00031	AusGEM_00175	4619265	1480775	0.757252	0.0047956	3403	0.000736697
AusGEM_00031	AusGEM_00176	4619310	1480672	0.757266	0.00479524	3403	0.00073669
AusGEM_00031	AusGEM_00259	4653497	1543011	0.750987	0.00494837	3983	0.000855915
AusGEM_00031	AusGEM_00261	4653713	1538806	0.751506	0.00493565	3996	0.000858669
AusGEM_00031	AusGEM_00290	4908027	1407212	0.777172	0.00432161	3653	0.000744291
AusGEM_00031	AusGEM_00295	4612738	1564195	0.746768	0.00505227	3356	0.000727551
AusGEM_00031	AusGEM_00296	4600972	1489121	0.755485	0.0048385	3273	0.000711371
AusGEM_00031	AusGEM_00297	4599626	1490100	0.755309	0.00484277	3273	0.00071158
AusGEM_00031	AusGEM_00298	4601043	1489022	0.7555	0.00483813	3278	0.000712447
AusGEM_00031	AusGEM_00299	4601144	1489128	0.755491	0.00483836	3280	0.000712866
AusGEM_00031	AusGEM_00301	4600774	1528144	0.750667	0.00495623	3280	0.000712924
AusGEM_00031	AusGEM_00308	4619719	1498685	0.755053	0.00484901	3417	0.000739655
AusGEM_00031	AusGEM_00309	4619250	1495630	0.755411	0.00484029	3404	0.000736916
AusGEM_00031	AusGEM_00311	4619310	1595174	0.743314	0.00513799	3401	0.000736257
AusGEM_00031	AusGEM_00312	4619220	1535017	0.750576	0.00495846	3405	0.000737137
AusGEM_00031	AusGEM_00764	4726102	1221195	0.794664	0.00391957	2847	0.000602399
AusGEM_00031	AusGEM_00790	4632479	1584756	0.745103	0.00509353	4346	0.000938159
AusGEM_00031	AusGEM_00819	4360453	2139680	0.670825	0.00707798	8977	0.00205873
AusGEM_00031	AusGEM_00825	4845610	1202863	0.801129	0.00377418	3227	0.000665964
AusGEM_00031	AusGEM_00836	4910286	1153209	0.809811	0.0035816	2494	0.000507913
AusGEM_00031	AusGEM_00925	4636042	1557962	0.748473	0.0050102	3005	0.000648182
AusGEM_00031	AusGEM_00949	4633975	1561597	0.747949	0.0050231	2982	0.000643508
AusGEM_00031	AusGEM_00983	4635387	1558579	0.748371	0.00501269	2999	0.000646979
AusGEM_00031	AusGEM_01021	4636112	1557430	0.74854	0.00500854	2991	0.000645153
AusGEM_00031	AusGEM_01034	4548715	1509425	0.750843	0.00495189	4060	0.00089256
AusGEM_00031	AusGEM_01042	4548591	1507031	0.751135	0.00494473	4056	0.000891705
AusGEM_00031	AusGEM_01043	4548744	1506944	0.751152	0.00494431	4065	0.000893653
AusGEM_00031	AusGEM_01095	4460041	1764761	0.716495	0.00582326	4230	0.000948422
AusGEM_00031	AusGEM_01160	4863687	1059380	0.821143	0.00333468	1751	0.000360015
AusGEM_00031	AusGEM_01164	4864538	1063678	0.820574	0.00334697	1755	0.000360774
AusGEM_00031	AusGEM_01207	4842963	1052192	0.821516	0.00332664	1877	0.000387573
AusGEM_00031	AusGEM_01217	4912018	1166265	0.808126	0.00361875	2240	0.000456024
AusGEM_00031	AusGEM_01256	4653004	1430691	0.764832	0.00461314	3939	0.00084655
AusGEM_00031	AusGEM_01261	4775103	1350406	0.779544	0.00426633	2982	0.000624489
AusGEM_00031	AusGEM_01263	4815025	1236215	0.795709	0.00389596	1957	0.000406436
AusGEM_00031	AusGEM_01288	4667166	1321949	0.779275	0.00427259	2619	0.000561154
AusGEM_00031	AusGEM_01329	4783728	1239038	0.794274	0.00392838	2764	0.000577792
AusGEM_00031	AusGEM_01340	4599587	1341444	0.774207	0.00439105	2505	0.000544614
AusGEM_00031	AusGEM_01387	4806002	1167548	0.804547	0.00369801	3041	0.00063275
AusGEM_00031	AusGEM_01419	4769540	1265493	0.790309	0.00401847	2808	0.000588736
AusGEM_00031	AusGEM_01515	4576795	1578309	0.743577	0.00513143	3676	0.000803182
AusGEM_00031	AusGEM_01516	4576822	1578220	0.743589	0.00513114	3673	0.000802522
AusGEM_00031	AusGEM_01517	4771367	1496456	0.761248	0.00469908	3240	0.000679051
AusGEM_00031	AusGEM_01518	4701048	1433651	0.766305	0.004578	3668	0.000780252
AusGEM_00031	AusGEM_01519	4693161	1664168	0.738228	0.0052652	3669	0.000781776
AusGEM_00031	AusGEM_01882	4862518	1058891	0.821176	0.00333397	1767	0.000363392
AusGEM_00031	AusGEM_01890	4863017	1058595	0.821232	0.00333276	1762	0.000362327
AusGEM_00031	AusGEM_01906	4802558	1254497	0.792887	0.00395983	3225	0.000671517
AusGEM_00031	AusGEM_01907	4803844	1253561	0.793053	0.00395606	3178	0.000661554
AusGEM_00031	AusGEM_01927	4786037	1251404	0.792726	0.00396348	2776	0.000580021
AusGEM_00031	AusGEM_01969	4807008	1244299	0.794375	0.0039261	2844	0.000591636
AusGEM_00031	AusGEM_01974	4881806	1138200	0.81093	0.00355699	1769	0.000362366
AusGEM_00031	AusGEM_01976	4882133	1136454	0.811176	0.0035516	1785	0.000365619
AusGEM_00031	AusGEM_02001	4776867	1380903	0.775746	0.00435495	2553	0.000534451
AusGEM_00031	AusGEM_02039	4816053	1203232	0.800104	0.00379713	2924	0.000607136
AusGEM_00031	AusGEM_02048	4824880	1237449	0.795879	0.00389211	2416	0.000500738
AusGEM_00031	AusGEM_02049	4779908	1364789	0.777892	0.00430481	3166	0.000662356
AusGEM_00031	AusGEM_02050	4846767	1104844	0.814362	0.00348183	1545	0.000318769
AusGEM_00031	AUSMDU00005011	4685055	1359722	0.775058	0.00437107	3074	0.000656129
AusGEM_00031	AUSMDU00007451	4711334	1443817	0.765429	0.00459887	2877	0.000610655
AusGEM_00031	AUSMDU00007868	4649189	1616400	0.742019	0.00517025	4951	0.00106492
AusGEM_00031	AUSMDU00008268	4560498	1482414	0.754685	0.00485796	3571	0.000783029
AusGEM_00031	AUSMDU00008490	4796816	1238739	0.79476	0.0039174	2851	0.000594353
AusGEM_00031	AUSMDU00008499	4801273	1235831	0.795294	0.00390532	2833	0.000590052
AusGEM_00031	AUSMDU00015576	4744669	1787449	0.72636	0.00556702	4673	0.000984895
AusGEM_00031	AUSMDU00015673	4743255	1284017	0.786965	0.00409492	1861	0.000392347
AusGEM_00031	AUSMDU00015762	4820277	1149370	0.807464	0.00363336	1989	0.000412632
AusGEM_00031	AUSMDU00017155	4814650	1293460	0.788239	0.00406575	2150	0.000446554
AusGEM_00031	AUSMDU00018820	4794018	1315219	0.784716	0.00414662	2451	0.000511262
AusGEM_00031	AUSMDU00019334	4769659	1216627	0.796764	0.00387215	1868	0.000391642
AusGEM_00031	AUSMDU00020025	4802166	1304429	0.78639	0.00410813	2482	0.00051685
AusGEM_00031	AUSMDU00020152	4817614	1365732	0.779127	0.00427602	3281	0.000681042
AusGEM_00031	AUSMDU00020284	4748896	1350810	0.778545	0.00428958	2835	0.000596981
AusGEM_00031	AUSMDU00022080	4750358	1147409	0.80545	0.00367795	1761	0.000370709
AusGEM_00031	AUSMDU00022547	4589182	1781598	0.720349	0.00572258	4009	0.000873576
AusGEM_00031	AUSMDU00022937	4794357	1313152	0.784994	0.00414023	2845	0.000593406
AusGEM_00031	AUSMDU00024998	4798110	1352331	0.780125	0.00425283	3411	0.000710905
AusGEM_00031	AUSMDU00026899	4707409	1388947	0.772168	0.00443903	1883	0.000400008
AusGEM_00031	AUSMDU00027798	4496834	1624681	0.734595	0.00535686	2600	0.000578185
AusGEM_00031	AUSMDU00027857	4589191	1618865	0.739232	0.00524001	3700	0.000806242
AusGEM_00031	AUSMDU00028585	4600064	1609612	0.74079	0.00520097	4003	0.000870205
AusGEM_00031	AUSMDU00029845	4627418	1543409	0.749886	0.0049754	3104	0.000670784
AusGEM_00031	AUSMDU00030350	4709735	1480075	0.760885	0.00470781	3228	0.000685389
AusGEM_00031	AUSMDU00034390	4797120	1379431	0.776666	0.00433342	2935	0.000611825
AusGEM_00031	AUSMDU00034391	4762979	1326058	0.782222	0.00420421	2752	0.00057779
AusGEM_00031	AUSMDU00034392	4695902	1509772	0.756711	0.00480871	3099	0.000659937
AusGEM_00031	AUSMDU00034393	4760865	1284562	0.787515	0.00408232	2622	0.00055074
AusGEM_00031	AUSMDU00042652	4594840	1577280	0.744451	0.00510971	4173	0.000908193
AusGEM_00031	AUSMDU00042763	4626197	1670957	0.734649	0.0053555	4179	0.000903334
AusGEM_00031	AUSMDU00048437	4819351	1429271	0.771266	0.0044603	2366	0.000490937
AusGEM_00031	AUSMDU00048442	4776351	1262204	0.790976	0.00400327	2657	0.000556282
AusGEM_00031	AUSMDU00056122	4621842	1374101	0.770828	0.00447064	2997	0.000648443
AusGEM_00031	AUSMDU00057170	4658217	1748765	0.727053	0.00554919	4435	0.000952081
AusGEM_00031	AUSMDU00059289	4806722	1309033	0.785957	0.00411807	2986	0.000621213
AusGEM_00031	AUSMDU00059811	4729758	1329271	0.780613	0.00424149	3052	0.000645276
AusGEM_00031	AUSMDU00062084	4677141	1337256	0.777658	0.00431027	3541	0.000757086
