Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
AusGEM_00456	AusGEM_00502	4627223	1290273	0.781956	0.00421036	3076	0.000664762
AusGEM_00456	AusGEM_00559	4635417	1240420	0.788895	0.00405075	3268	0.000705007
AusGEM_00456	AusGEM_00621	4648267	1347250	0.77529	0.00436563	3371	0.000725217
AusGEM_00456	AusGEM_00629	4872800	549875	0.898597	0.0017706	523	0.00010733
AusGEM_00456	AusGEM_00677	4906065	524058	0.903491	0.00167844	545	0.000111087
AusGEM_00456	AusGEM_00685	4634358	1302232	0.780643	0.00424079	3200	0.000690495
AusGEM_00456	AusGEM_00691	4636784	1306040	0.780232	0.00425033	3262	0.000703505
AusGEM_00456	AusGEM_00696	4862688	524373	0.902661	0.00169402	533	0.00010961
AusGEM_00456	AusGEM_00699	4863489	537201	0.900531	0.00173409	536	0.000110209
AusGEM_00456	AusGEM_01739	4908173	588543	0.892928	0.00187829	533	0.000108594
AusGEM_00456	AusGEM_01740	4907871	477817	0.91128	0.00153326	520	0.000105952
AusGEM_00456	AusGEM_01741	4907810	543640	0.900276	0.0017389	531	0.000108195
AusGEM_00456	AusGEM_01742	4917691	547258	0.89986	0.00174674	495	0.000100657
AusGEM_00456	AusGEM_01743	4907177	677976	0.878611	0.00215479	512	0.000104337
AusGEM_00456	AusGEM_01744	4907117	476506	0.91149	0.00152938	511	0.000104134
AusGEM_00456	AusGEM_01745	4907173	476416	0.911506	0.00152908	512	0.000104337
AusGEM_00456	AusGEM_01746	4865685	674515	0.878251	0.00216183	523	0.000107487
AusGEM_00456	AusGEM_01747	4915419	464354	0.913685	0.0014888	533	0.000108434
AusGEM_00456	AusGEM_01748	4968864	343324	0.935371	0.00109562	717	0.000144299
AusGEM_00456	AusGEM_01749	4906101	458041	0.914611	0.00147174	518	0.000105583
AusGEM_00456	AusGEM_01750	4966069	404647	0.924657	0.00128817	1076	0.00021667
AusGEM_00456	AusGEM_01751	4906929	419961	0.921162	0.00135169	516	0.000105157
AusGEM_00456	AusGEM_01752	4906677	460521	0.914197	0.00147936	517	0.000105367
AusGEM_00456	AusGEM_01753	4906587	420736	0.921023	0.00135422	527	0.000107407
AusGEM_00456	AusGEM_01754	4863588	502350	0.906382	0.00162434	523	0.000107534
AusGEM_00456	AusGEM_01755	4918197	477186	0.911557	0.00152814	526	0.00010695
AusGEM_00456	AusGEM_01756	4908203	495468	0.908309	0.00158842	547	0.000111446
AusGEM_00456	AusGEM_01757	4905116	491511	0.908923	0.00157701	518	0.000105604
AusGEM_00456	AusGEM_01758	4965968	404830	0.924624	0.00128876	1076	0.000216675
AusGEM_00456	AusGEM_01759	4905554	422126	0.920767	0.00135888	522	0.00010641
AusGEM_00456	AusGEM_01760	4906443	420512	0.92106	0.00135356	514	0.00010476
AusGEM_00456	AusGEM_01761	4906648	478555	0.911135	0.00153594	521	0.000106182
AusGEM_00456	AusGEM_01762	4913867	448755	0.916318	0.00144033	427	8.68969e-05
AusGEM_00456	AusGEM_01763	4957080	452552	0.916343	0.00143987	893	0.000180146
AusGEM_00456	AusGEM_01764	4903562	420449	0.921028	0.00135414	524	0.000106861
AusGEM_00456	AusGEM_01765	4906939	420118	0.921135	0.00135218	521	0.000106176
AusGEM_00456	AusGEM_01766	4966059	404703	0.924647	0.00128834	1076	0.000216671
AusGEM_00456	AusGEM_01767	4863576	502137	0.906417	0.00162368	524	0.00010774
AusGEM_00456	AusGEM_01768	4940586	325667	0.93816	0.00104603	405	8.19741e-05
